component,stream,case,member_id,variable,start_time,end_time,time_range,long_name,units,vertical_levels,frequency,path
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,PRECTMX,1990-01-01,2005-12-31,19900101-20051231,Maximum (convective and large-scale) precipitation rate (liq+ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECTMX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.PRECTMX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,PRECTMX,1990-01-01,2005-12-31,19900101-20051231,Maximum (convective and large-scale) precipitation rate (liq+ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECTMX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.PRECTMX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,PRECTMX,1990-01-01,2005-12-31,19900101-20051231,Maximum (convective and large-scale) precipitation rate (liq+ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECTMX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.PRECTMX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,PRECTMX,1990-01-01,2005-12-31,19900101-20051231,Maximum (convective and large-scale) precipitation rate (liq+ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECTMX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.PRECTMX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,PRECTMX,1990-01-01,2005-12-31,19900101-20051231,Maximum (convective and large-scale) precipitation rate (liq+ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECTMX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.PRECTMX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,T200,1990-01-01,2005-12-31,19900101-20051231,Temperature at 200 mbar pressure surface,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/T200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.T200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,T200,1990-01-01,2005-12-31,19900101-20051231,Temperature at 200 mbar pressure surface,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/T200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.T200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,T200,1990-01-01,2005-12-31,19900101-20051231,Temperature at 200 mbar pressure surface,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/T200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.T200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,T200,1990-01-01,2005-12-31,19900101-20051231,Temperature at 200 mbar pressure surface,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/T200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.T200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,T200,1990-01-01,2005-12-31,19900101-20051231,Temperature at 200 mbar pressure surface,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/T200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.T200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,Q200,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 200 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.Q200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,Q200,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 200 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.Q200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,Q200,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 200 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.Q200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,Q200,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 200 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.Q200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,Q200,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 200 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q200/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.Q200.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,FLNSC,1990-01-01,2005-12-31,19900101-20051231,Clearsky net longwave flux at surface,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FLNSC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.FLNSC.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,FLNSC,1990-01-01,2005-12-31,19900101-20051231,Clearsky net longwave flux at surface,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FLNSC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.FLNSC.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,FLNSC,1990-01-01,2005-12-31,19900101-20051231,Clearsky net longwave flux at surface,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FLNSC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.FLNSC.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,FLNSC,1990-01-01,2005-12-31,19900101-20051231,Clearsky net longwave flux at surface,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FLNSC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.FLNSC.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,FLNSC,1990-01-01,2005-12-31,19900101-20051231,Clearsky net longwave flux at surface,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FLNSC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.FLNSC.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,Z050,1990-01-01,2005-12-31,19900101-20051231,Geopotential Z at 50 mbar pressure surface,m,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Z050/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.Z050.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,Z050,1990-01-01,2005-12-31,19900101-20051231,Geopotential Z at 50 mbar pressure surface,m,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Z050/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.Z050.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,Z050,1990-01-01,2005-12-31,19900101-20051231,Geopotential Z at 50 mbar pressure surface,m,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Z050/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.Z050.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,Z050,1990-01-01,2005-12-31,19900101-20051231,Geopotential Z at 50 mbar pressure surface,m,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Z050/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.Z050.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,Z050,1990-01-01,2005-12-31,19900101-20051231,Geopotential Z at 50 mbar pressure surface,m,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Z050/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.Z050.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,Q500,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 500 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q500/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.Q500.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,Q500,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 500 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q500/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.Q500.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,Q500,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 500 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q500/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.Q500.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,Q500,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 500 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q500/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.Q500.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,Q500,1990-01-01,2005-12-31,19900101-20051231,Specific Humidity at 500 mbar pressure surface,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/Q500/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.Q500.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,PRECL,1990-01-01,2005-12-31,19900101-20051231,Large-scale (stable) precipitation rate (liq + ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECL/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.PRECL.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,PRECL,1990-01-01,2005-12-31,19900101-20051231,Large-scale (stable) precipitation rate (liq + ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECL/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.PRECL.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,PRECL,1990-01-01,2005-12-31,19900101-20051231,Large-scale (stable) precipitation rate (liq + ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECL/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.PRECL.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,PRECL,1990-01-01,2005-12-31,19900101-20051231,Large-scale (stable) precipitation rate (liq + ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECL/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.PRECL.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,PRECL,1990-01-01,2005-12-31,19900101-20051231,Large-scale (stable) precipitation rate (liq + ice),m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/PRECL/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.PRECL.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,QBOT,1990-01-01,2005-12-31,19900101-20051231,Lowest model level water vapor mixing ratio,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/QBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.QBOT.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,QBOT,1990-01-01,2005-12-31,19900101-20051231,Lowest model level water vapor mixing ratio,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/QBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.QBOT.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,QBOT,1990-01-01,2005-12-31,19900101-20051231,Lowest model level water vapor mixing ratio,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/QBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.QBOT.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,QBOT,1990-01-01,2005-12-31,19900101-20051231,Lowest model level water vapor mixing ratio,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/QBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.QBOT.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,QBOT,1990-01-01,2005-12-31,19900101-20051231,Lowest model level water vapor mixing ratio,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/QBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.QBOT.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,TREFHTMN,1990-01-01,2005-12-31,19900101-20051231,Minimum reference height temperature over output period,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TREFHTMN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.TREFHTMN.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,TREFHTMN,1990-01-01,2005-12-31,19900101-20051231,Minimum reference height temperature over output period,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TREFHTMN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.TREFHTMN.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,TREFHTMN,1990-01-01,2005-12-31,19900101-20051231,Minimum reference height temperature over output period,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TREFHTMN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.TREFHTMN.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,TREFHTMN,1990-01-01,2005-12-31,19900101-20051231,Minimum reference height temperature over output period,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TREFHTMN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.TREFHTMN.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,TREFHTMN,1990-01-01,2005-12-31,19900101-20051231,Minimum reference height temperature over output period,K,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TREFHTMN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.TREFHTMN.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,FSNTOA,1990-01-01,2005-12-31,19900101-20051231,Net solar flux at top of atmosphere,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FSNTOA/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.FSNTOA.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,FSNTOA,1990-01-01,2005-12-31,19900101-20051231,Net solar flux at top of atmosphere,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FSNTOA/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.FSNTOA.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,FSNTOA,1990-01-01,2005-12-31,19900101-20051231,Net solar flux at top of atmosphere,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FSNTOA/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.FSNTOA.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,FSNTOA,1990-01-01,2005-12-31,19900101-20051231,Net solar flux at top of atmosphere,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FSNTOA/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.FSNTOA.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,FSNTOA,1990-01-01,2005-12-31,19900101-20051231,Net solar flux at top of atmosphere,W/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/FSNTOA/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.FSNTOA.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,TAUX,1990-01-01,2005-12-31,19900101-20051231,Zonal surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.TAUX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,TAUX,1990-01-01,2005-12-31,19900101-20051231,Zonal surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.TAUX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,TAUX,1990-01-01,2005-12-31,19900101-20051231,Zonal surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.TAUX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,TAUX,1990-01-01,2005-12-31,19900101-20051231,Zonal surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.TAUX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,TAUX,1990-01-01,2005-12-31,19900101-20051231,Zonal surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUX/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.TAUX.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,TAUY,1990-01-01,2005-12-31,19900101-20051231,Meridional surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUY/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.TAUY.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,TAUY,1990-01-01,2005-12-31,19900101-20051231,Meridional surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUY/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.TAUY.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,TAUY,1990-01-01,2005-12-31,19900101-20051231,Meridional surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUY/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.TAUY.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,TAUY,1990-01-01,2005-12-31,19900101-20051231,Meridional surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUY/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.TAUY.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,TAUY,1990-01-01,2005-12-31,19900101-20051231,Meridional surface stress,N/m2,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/TAUY/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.TAUY.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,so4_a2_SRF,1990-01-01,2005-12-31,19900101-20051231,so4_a2 in bottom layer,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/so4_a2_SRF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.cam.h1.so4_a2_SRF.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,so4_a2_SRF,1990-01-01,2005-12-31,19900101-20051231,so4_a2 in bottom layer,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/so4_a2_SRF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.so4_a2_SRF.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,so4_a2_SRF,1990-01-01,2005-12-31,19900101-20051231,so4_a2 in bottom layer,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/so4_a2_SRF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.so4_a2_SRF.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,so4_a2_SRF,1990-01-01,2005-12-31,19900101-20051231,so4_a2 in bottom layer,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/so4_a2_SRF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.so4_a2_SRF.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,so4_a2_SRF,1990-01-01,2005-12-31,19900101-20051231,so4_a2 in bottom layer,kg/kg,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/so4_a2_SRF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.so4_a2_SRF.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,WSPDSRFAV,1990-01-01,2005-12-31,19900101-20051231,Horizontal total wind speed average at the surface,m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/WSPDSRFAV/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.cam.h1.WSPDSRFAV.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,WSPDSRFAV,1990-01-01,2005-12-31,19900101-20051231,Horizontal total wind speed average at the surface,m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/WSPDSRFAV/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.cam.h1.WSPDSRFAV.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,WSPDSRFAV,1990-01-01,2005-12-31,19900101-20051231,Horizontal total wind speed average at the surface,m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/WSPDSRFAV/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.cam.h1.WSPDSRFAV.19900101-20051231.nc
atm,cam.h1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,WSPDSRFAV,1990-01-01,2005-12-31,19900101-20051231,Horizontal total wind speed average at the surface,m/s,1,day_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/atm/proc/tseries/daily/WSPDSRFAV/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.cam.h1.WSPDSRFAV.19900101-20051231.nc
