component,stream,case,member_id,variable,start_time,end_time,time_range,long_name,units,vertical_levels,frequency,path
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,UE_O2,1990,2005,1990-2005,O2 Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.UE_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,UE_O2,1990,2005,1990-2005,O2 Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.UE_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,UE_O2,1990,2005,1990-2005,O2 Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.UE_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,UE_O2,1990,2005,1990-2005,O2 Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.UE_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,UE_O2,1990,2005,1990-2005,O2 Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.UE_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,HDIFB_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.HDIFB_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,HDIFB_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.HDIFB_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,HDIFB_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.HDIFB_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,HDIFB_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.HDIFB_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,HDIFB_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.HDIFB_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,HDIFN_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFN_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.HDIFN_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,HDIFN_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFN_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.HDIFN_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,HDIFN_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFN_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.HDIFN_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,HDIFN_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFN_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.HDIFN_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,HDIFN_O2,1990,2005,1990-2005,O2 Horizontal Diffusive Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFN_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.HDIFN_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,UE_DOC,1990,2005,1990-2005,DOC Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.UE_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,UE_DOC,1990,2005,1990-2005,DOC Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.UE_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,UE_DOC,1990,2005,1990-2005,DOC Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.UE_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,UE_DOC,1990,2005,1990-2005,DOC Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.UE_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,UE_DOC,1990,2005,1990-2005,DOC Flux in grid-x direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/UE_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.UE_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,HDIFB_Fe,1990,2005,1990-2005,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.HDIFB_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,HDIFB_Fe,1990,2005,1990-2005,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.HDIFB_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,HDIFB_Fe,1990,2005,1990-2005,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.HDIFB_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,HDIFB_Fe,1990,2005,1990-2005,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.HDIFB_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,HDIFB_Fe,1990,2005,1990-2005,Fe Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.HDIFB_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,DIA_IMPVF_DOC,1990,2005,1990-2005,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.DIA_IMPVF_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,DIA_IMPVF_DOC,1990,2005,1990-2005,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.DIA_IMPVF_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,DIA_IMPVF_DOC,1990,2005,1990-2005,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.DIA_IMPVF_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,DIA_IMPVF_DOC,1990,2005,1990-2005,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.DIA_IMPVF_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,DIA_IMPVF_DOC,1990,2005,1990-2005,DOC Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.DIA_IMPVF_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,WT_DIC,1990,2005,1990-2005,DIC Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.WT_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,WT_DIC,1990,2005,1990-2005,DIC Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.WT_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,WT_DIC,1990,2005,1990-2005,DIC Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.WT_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,WT_DIC,1990,2005,1990-2005,DIC Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.WT_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,WT_DIC,1990,2005,1990-2005,DIC Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.WT_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,DIA_IMPVF_Fe,1990,2005,1990-2005,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.DIA_IMPVF_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,DIA_IMPVF_Fe,1990,2005,1990-2005,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.DIA_IMPVF_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,DIA_IMPVF_Fe,1990,2005,1990-2005,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.DIA_IMPVF_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,DIA_IMPVF_Fe,1990,2005,1990-2005,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.DIA_IMPVF_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,DIA_IMPVF_Fe,1990,2005,1990-2005,Fe Flux Across Bottom Face from Diabatic Implicit Vertical Mixing,mmol/m^3 cm/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/DIA_IMPVF_Fe/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.DIA_IMPVF_Fe.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,VN_DOC,1990,2005,1990-2005,DOC Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/VN_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.VN_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,VN_DOC,1990,2005,1990-2005,DOC Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/VN_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.VN_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,VN_DOC,1990,2005,1990-2005,DOC Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/VN_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.VN_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,VN_DOC,1990,2005,1990-2005,DOC Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/VN_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.VN_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,VN_DOC,1990,2005,1990-2005,DOC Flux in grid-y direction,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/VN_DOC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.VN_DOC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,HDIFB_DIC,1990,2005,1990-2005,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.HDIFB_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,HDIFB_DIC,1990,2005,1990-2005,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.HDIFB_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,HDIFB_DIC,1990,2005,1990-2005,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.HDIFB_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,HDIFB_DIC,1990,2005,1990-2005,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.HDIFB_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,HDIFB_DIC,1990,2005,1990-2005,DIC Horizontal Diffusive Flux across Bottom Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/HDIFB_DIC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.HDIFB_DIC.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,WT_O2,1990,2005,1990-2005,O2 Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.WT_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,WT_O2,1990,2005,1990-2005,O2 Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.WT_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,WT_O2,1990,2005,1990-2005,O2 Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.WT_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,WT_O2,1990,2005,1990-2005,O2 Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.WT_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,WT_O2,1990,2005,1990-2005,O2 Flux Across Top Face,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/WT_O2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.WT_O2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,KPP_SRC_DIC_ALT_CO2,1990,2005,1990-2005,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/KPP_SRC_DIC_ALT_CO2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.pop.h.ecosys.nyear1.KPP_SRC_DIC_ALT_CO2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,KPP_SRC_DIC_ALT_CO2,1990,2005,1990-2005,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/KPP_SRC_DIC_ALT_CO2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.pop.h.ecosys.nyear1.KPP_SRC_DIC_ALT_CO2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,KPP_SRC_DIC_ALT_CO2,1990,2005,1990-2005,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/KPP_SRC_DIC_ALT_CO2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.pop.h.ecosys.nyear1.KPP_SRC_DIC_ALT_CO2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,KPP_SRC_DIC_ALT_CO2,1990,2005,1990-2005,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/KPP_SRC_DIC_ALT_CO2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.pop.h.ecosys.nyear1.KPP_SRC_DIC_ALT_CO2.1990-2005.nc
ocn,pop.h.ecosys.nyear1,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,KPP_SRC_DIC_ALT_CO2,1990,2005,1990-2005,DIC_ALT_CO2 tendency from KPP non local mixing term,mmol/m^3/s,1,year_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/ocn/proc/tseries/annual/KPP_SRC_DIC_ALT_CO2/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.pop.h.ecosys.nyear1.KPP_SRC_DIC_ALT_CO2.1990-2005.nc
